,song_id,song_name,artist_1,artist_2,artist_3,release_date,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,key,valence,tempo,time_signature,mode
326356,6CXeMZPQNnFMYrKupUeFZl,Co z tobą mała,Irena Santor,,,1979-09-28,24,205907,0,0.485,0.462,-11.605,0.0333,0.525,0.0,0.16,2,0.541,115.923,4,1
326463,4WE8Cs7Q4AQpLvLdmi1LcK,Kapitel 31 - auf dem Mond (Folge 011),Benjamin Blümchen,,,1980-01-01,27,63674,0,0.667,0.135,-19.787,0.955,0.647,0.0,0.137,6,0.291,83.349,4,1
326508,0Xih3DsFhVwjiNkgtKuXO0,El Tecolote,Los Felinos,,,1980-01-01,26,207424,0,0.643,0.635,-10.493,0.211,0.526,0.0,0.0982,9,0.961,92.226,4,1
326583,08b230O93qX7fRdd1G7nXR,Final del viaje,Hilario Camacho,,,1981-01-01,28,206267,0,0.734,0.526,-9.898,0.0265,0.356,1.41e-05,0.111,0,0.385,126.119,4,1
326612,608M1BaccOatN7kDfP1WEH,Por Qué Volviste A Mi,Los Baron De Apodaca,,,1981-01-01,27,188880,0,0.717,0.545,-6.777,0.0306,0.452,0.0,0.0632,9,0.644,100.073,4,1
326652,0TgXLgvA7hX3xqe3hL3CLf,012 - auf der Felseninsel - Teil 25,Fünf Freunde,,,1981-06-02,27,75547,0,0.502,0.682,-10.229,0.146,0.0145,0.000162,0.557,8,0.587,114.587,4,1
326692,6T2c9rRCCRv0wDVtvlVk64,Kapitel 31 - Der Skiurlaub (Folge 017),Benjamin Blümchen,,,1981-01-01,27,68875,0,0.641,0.312,-19.497,0.918,0.525,0.0,0.33,1,0.532,130.246,4,1
326761,5pLlaPgGLspkU78nrDCXF6,014 - machen eine Entdeckung - Teil 05,Fünf Freunde,,,1981-11-01,26,66280,0,0.661,0.584,-9.74,0.946,0.874,0.0,0.224,1,0.554,147.692,3,1
326813,0lTMRNITGvKICbjcbPnXO9,014 - machen eine Entdeckung - Teil 24,Fünf Freunde,,,1981-11-01,26,67640,0,0.509,0.886,-10.192,0.956,0.842,0.0,0.933,0,0.542,172.523,4,1
326818,2u0EUHJoHEqsmeYXHrFEDi,Don't Wait On Me,The Statler Brothers,,,1981-01-01,26,196173,0,0.612,0.352,-10.609,0.0329,0.735,0.0,0.0685,9,0.756,143.67,4,1
326866,7IBw2mlUEicySkDhWBv4a8,025 - Die Stunde der schwarzen Maske - Teil 10,TKKG Retro-Archiv,,,1982-11-01,29,88520,0,0.714,0.323,-14.19,0.935,0.742,0.0,0.653,10,0.61,74.174,1,0
326868,45GRYwEFpedDsTGVvfp51A,Whiskey Bent And Hell Bound,"Hank Williams, Jr.",,,1982-01-01,29,188387,0,0.726,0.711,-7.728,0.0414,0.213,1.41e-06,0.326,7,0.708,105.034,4,1
326955,2Bine65yJLGDPZ2KJOPW4v,Delirio,Germain y sus Angeles Negros,,,1982-10-16,27,221933,0,0.394,0.253,-13.183,0.0354,0.752,2.12e-06,0.0612,2,0.228,149.798,4,1
327058,52ZfirbroTpcYQCfLGKufJ,La Fiesta Nacional,Mecano,,,1983-01-01,29,210520,0,0.605,0.883,-7.745,0.272,0.126,3.79e-05,0.343,7,0.795,150.74,4,1
327132,05nPc5crl8oeLEDIOlPR3F,จูบเย้ยจันทร์,พีระพงษ์ / ทวินันท์,รวมศิลปิน (รวมดาว),,1984-01-02,18,130783,0,0.544,0.408,-13.151,0.0319,0.0457,0.0067,0.174,0,0.7,107.896,4,0
327228,0KmvNEZywv6D7c6HVALtL3,028 - Verrat im Höllental - Teil 13,TKKG Retro-Archiv,,,1984-03-01,29,91960,0,0.701,0.567,-10.895,0.937,0.64,0.0,0.521,9,0.522,79.105,1,1
327250,5BphTlt3YiaFGU7fsMIdz3,031 - Die Entführung in der Mondscheingasse - Teil 12,TKKG Retro-Archiv,,,1984-06-01,29,85293,0,0.652,0.589,-13.695,0.915,0.469,0.0,0.86,10,0.624,127.48,5,1
327310,7xeNIhmJ8mDOhsVJSId7s1,033 - Wer raubte das Millionenpferd? - Teil 07,TKKG Retro-Archiv,,,1984-08-01,29,88080,0,0.705,0.374,-13.25,0.953,0.603,0.0,0.475,10,0.735,133.135,3,0
327429,4Wh02bBpyGOXRobYz8aIrp,Eu me amo,Ultraje a Rigor,,,1985-01-01,29,214440,0,0.659,0.812,-9.058,0.0354,0.131,3.4e-05,0.165,10,0.969,157.817,4,1
327466,5eZLqqyaX7lElQFlG1njRv,Down And Out,George Strait,,,1985-01-01,28,145067,0,0.662,0.514,-14.605,0.0342,0.249,0.0,0.107,2,0.834,147.496,4,1
327632,0gBQ1aD0T6xg2WcfHYkVHt,จำใจจาก,พรภิรมย์,,,1986-11-30,13,198693,0,0.703,0.37,-11.203,0.0335,0.784,0.0,0.141,0,0.834,97.935,4,1
327639,4XmCmrRZP6ulwjnU9vEHRo,ไหนว่าไม่ลืม,ผ่องศรี วรนุช,,,1986-11-30,12,187707,0,0.4,0.115,-11.237,0.0338,0.812,0.0,0.12,2,0.402,143.297,4,0
327644,18pyQoXoxv72ac3paiTIxl,สายัณห์รัญจวน,ทรงชัย วรรณพงษ์,,,1986-11-30,12,186453,0,0.258,0.317,-10.965,0.0306,0.744,0.000256,0.138,9,0.261,77.213,4,0
327698,2JH3FzMkmrvzB2bIXe3HR6,สายเกินรัก,The Innocent,,,1986-09-01,9,209328,0,0.541,0.522,-6.59,0.0281,0.278,0.257,0.301,2,0.13,81.304,4,1
327720,02TbVtWMwTaKJfLfx62cn0,หนึ่งหญิงสองชาย,อุมาพร บัวพึ่ง,,,1986-11-15,9,237133,0,0.388,0.341,-9.538,0.0324,0.517,1.5e-05,0.103,10,0.332,140.637,4,0
327743,4TIppf3a0ucE0GLCSX6801,ขอโทษ,"ม.ร.ว.ถนัดศรี สวัสดิวัตน์,...",,,1986-11-30,8,180253,0,0.455,0.233,-14.282,0.0315,0.793,1.06e-05,0.164,5,0.547,73.83,4,1
327750,6fMncjFrJySyK0XtO9Isyp,คืนนั้นสวรรค์ล่ม,ทูล ทองใจ,,,1986-11-30,8,186240,0,0.244,0.303,-11.374,0.0315,0.959,0.00051,0.167,2,0.248,107.981,4,0
327765,0x27MOzdCqKjvqFHt5q1O8,หนึ่งดวงใจ,ดิ อิมพอสซิเบิ้ลส์,,,1986-11-30,7,207773,0,0.688,0.166,-13.907,0.0367,0.554,0.0,0.0798,8,0.694,69.461,4,1
327793,5ike36iXThoa8FJxIISxkY,หญิงม่าย,ชาย เมืองสิงห์,,,1986-11-30,7,194787,0,0.609,0.454,-9.744,0.0525,0.77,0.0,0.125,2,0.621,129.818,4,0
327904,3W7EuzJAeMiOZTw0G5sRvP,ลาก่อนสำหรับวันนี้,Sudhep Wongsakamhaeng,,,1986-11-30,6,177613,0,0.314,0.207,-10.987,0.033,0.934,0.0,0.0785,9,0.436,73.937,4,1
327942,5YdkyfDcyhoUKbWyIaAj2Y,กว่าจะรัก,XYZ,,,1987-11-01,28,270560,0,0.666,0.488,-7.904,0.0288,0.277,9.28e-06,0.208,0,0.327,74.089,4,1
328083,5YIhUE7wKfcfQa8vykFVQa,I've Cried My Last Tear For You,Ricky Van Shelton,,,1987-01-01,29,149973,0,0.688,0.596,-9.967,0.0343,0.317,0.0,0.0717,7,0.85,142.481,4,1
328098,70aitHQHHKkEfW1bq7MLSd,Am I Blue,George Strait,,,1987-01-01,29,187173,0,0.774,0.443,-13.948,0.0294,0.318,0.00421,0.262,0,0.881,94.651,4,1
328106,0ejJSN0yCHGkyC4ZHgWzpb,046 - Hotel in Flammen - Teil 05,TKKG Retro-Archiv,,,1987-02-01,29,97293,0,0.792,0.573,-10.093,0.931,0.513,0.0,0.712,11,0.677,55.569,4,1
328204,5CNcDt8mHXaiuPhNXTkoTM,052 - Überfall im Hafen - Teil 15,TKKG Retro-Archiv,,,1987-08-01,28,91040,0,0.715,0.332,-12.725,0.944,0.782,0.0,0.184,7,0.617,79.011,4,1
328231,3jK2KAurheCXPRR3BYnvC7,056 - Der Todeskuss vom gelben Drachen - Teil 13,TKKG Retro-Archiv,,,1987-12-01,28,95000,0,0.427,0.832,-5.353,0.529,0.163,0.0,0.613,5,0.192,156.67,5,1
328282,7tYAZcGZkQKEJkE1pNjSx1,บอกมาคำเดียว,Micro,,,1988-01-01,31,235520,0,0.448,0.722,-4.177,0.0317,0.372,0.0,0.127,9,0.204,114.962,4,1
328352,5taWZi8CPsd7lT6ClSpVSN,เท่านี้ก็ตรม,พัชรา แวงวรรณ,,,1988-11-01,9,185480,0,0.421,0.236,-14.828,0.0312,0.292,1.29e-05,0.342,3,0.263,168.647,4,1
328458,2Re4s4ygle0uMt8avvpD5t,Tänk om det bara är vi,Alfons Åberg,,,1988-02-01,29,186707,0,0.445,0.171,-16.602,0.0561,0.888,0.0,0.134,7,0.24,177.774,3,1
328494,5T7yYYYdwsIXSA7Gjik1lD,Die zwei Flöhe,Fredrik Vahle,Christiane Knauf,,1988-01-01,28,127760,0,0.548,0.239,-12.762,0.05,0.546,0.000934,0.0865,0,0.906,150.889,4,1
328573,113eTMPIvIzRkmRNZnJW8Y,061 - Im Schatten des Dämons - Teil 11,TKKG Retro-Archiv,,,1988-11-01,27,97840,0,0.566,0.325,-18.5,0.755,0.641,0.0,0.446,2,0.481,89.847,3,1
328644,3KRo3ZzjK5hK8jL9HbOLkQ,คนหูเหล็ก,The Olarn Project,,,1989-06-26,14,271173,0,0.58,0.819,-9.399,0.0488,2.77e-05,0.000541,0.218,0,0.0986,102.502,4,1
328663,0t33ItrMP9UYSqIuOzbFTM,อย่าหยุดยั้ง (Acoustic Version),The Olarn Project,,,1989-06-26,11,222333,0,0.422,0.205,-12.847,0.044,0.765,2.53e-05,0.113,6,0.381,181.884,4,0
328795,6FP78guDT1hj0PPODYB2GR,Undanflykter,Eddie Meduza,,,1989-09-08,28,178893,0,0.73,0.605,-10.945,0.107,0.503,0.0,0.258,11,0.823,142.621,4,1
328858,45ZwSLyNDf9c3oZU9j6ffy,064 - Schwarze Pest aus Indien - Teil 21,TKKG Retro-Archiv,,,1989-03-01,28,110080,0,0.632,0.64,-7.678,0.924,0.509,0.0,0.267,10,0.637,77.92,3,0
328870,7L6Ai7aE04tHDVMSQQIDSL,067 - Hinterhalt im Eulenforst - Teil 03,TKKG Retro-Archiv,,,1989-06-01,28,115280,0,0.666,0.63,-8.702,0.922,0.249,0.0,0.31,10,0.729,93.93,3,1
328947,0sE4bqvpudqhYV0u9UCFRz,รักนิรันดร์ - Instrumental,ภูสมิง หน่อสวรรค์,,,1990-01-01,14,236040,0,0.454,0.293,-14.037,0.0246,0.806,0.897,0.11,0,0.249,174.661,4,0
329050,5kNYkLFs3WFFgE6qhfWDEm,Nunca Dudes De Mi,El Golpe,,,1990-01-01,33,175973,0,0.476,0.49,-8.606,0.0295,0.151,0.0,0.305,4,0.514,143.124,4,1
329128,5Kvd2RtJ739LdIxqcv2cCt,Pense e dance,Barão Vermelho,,,1990-09-25,31,239867,0,0.631,0.962,-3.559,0.0632,0.00942,1.24e-05,0.0906,9,0.835,118.481,4,1
329161,3ESA8ZkH8TfD7e6WfzAEJS,ความหวัง,ภูสมิง หน่อสวรรค์,,,1990-01-01,6,206867,0,0.656,0.292,-19.315,0.0382,0.869,0.107,0.114,2,0.385,116.476,4,1
329204,5DxWT0fsJiySSxJdRm4Ih1,Acércate y Bésame,La Trampa,,,1990-07-20,30,237733,0,0.694,0.837,-9.362,0.0321,0.0183,0.0,0.294,9,0.772,137.929,4,1
329279,5fEnb10XW8RJPfxHqLtZwk,นอนไม่หลับ,Pun Paiboongied,,,1991-05-27,11,240493,0,0.747,0.468,-11.231,0.0274,0.437,0.0114,0.11,2,0.767,95.021,4,0
329288,2mvExkuzJeGzpQr0nFApfx,ไชน่าเกิร์ล,Two,,,1991-01-01,11,236400,0,0.826,0.56,-10.038,0.0257,0.542,0.00013,0.0647,2,0.878,100.79,4,0
329373,46HXuy4HtQlDeNAGR5fafD,Kapitel 07 - im Orient (Folge 050),Bibi Blocksberg,,,1991-01-01,33,96631,0,0.655,0.528,-14.847,0.926,0.699,0.0,0.143,1,0.517,67.649,5,1
329434,1x1a1CWAoTNS6kp4eZp6XE,วิมานดิน,Nantida Kaewbuasai,,,1992-01-16,25,251813,0,0.655,0.392,-7.126,0.0255,0.863,0.0,0.217,3,0.274,132.006,4,1
329437,7atzKqOUcpZEIO6XapS4ai,ขอเริ่มใหม่,Inca,,,1992-02-14,24,258133,0,0.593,0.836,-4.822,0.0493,0.0857,0.0,0.224,0,0.601,109.168,4,1
329438,3qXPBGyQdARVzd9LgWTkgn,ลางร้าย,หนุ่ย อำพล,,,1992-03-25,24,266760,0,0.584,0.664,-4.167,0.0258,0.051,7.91e-06,0.129,6,0.457,98.712,4,0
329594,3hJqjQ4EiVGv7Z8sBxRmMt,Kapitel 01 - Die Wildpferde - Teil 2 (Folge 014),Bibi und Tina,,,1992-01-01,35,105662,0,0.703,0.337,-17.672,0.959,0.513,0.0,0.367,8,0.373,87.756,3,1
329595,4Ru3G0iieI71tGMYp9VNIv,Kapitel 17 - Der Hufschmied (Folge 008),Bibi und Tina,,,1992-01-01,35,91537,0,0.632,0.185,-18.898,0.954,0.491,0.0,0.292,1,0.687,85.192,3,1
329627,0TUk9REQeAMLnBqEPYLLnT,บ้านเรา,สุเทพ วงศ์กำแหง,,,1992-04-01,9,184600,0,0.585,0.356,-16.832,0.0269,0.409,0.00689,0.355,7,0.445,99.235,4,1
329639,2K6pUdW5EHzuQKmaBSkRAM,Kapitel 03 - Die Wildpferde - Teil 2 (Folge 014),Bibi und Tina,,,1992-01-01,34,92957,0,0.736,0.608,-13.774,0.939,0.59,0.0,0.526,2,0.598,83.018,3,1
329685,0p9ZlKlJ2tEN6TRWkFcYih,Hijo del Lechero,Cuca,,,1992-10-23,34,169773,0,0.432,0.797,-6.255,0.0453,0.0077,0.00217,0.0498,8,0.819,138.928,4,1
329733,3vRTUVxstrPjqQwq8dssQA,Devlerin Aşkı,Seden Gürel,,,1992-12-02,33,258427,0,0.527,0.439,-10.481,0.0342,0.742,0.0,0.149,11,0.285,95.907,4,0
329737,39ppy0tRTrhQWNYMCUO6du,ทารุณ,Nuvo,,,1992-10-31,8,272333,0,0.522,0.935,-9.63,0.0446,0.145,0.0,0.16,0,0.541,159.954,4,0
329777,5F8y1Fu1eXHwuNqoXHvjrn,ลงเอย,Asanee & Wasan,,,1993-05-25,18,274667,0,0.751,0.539,-10.676,0.0234,0.165,1.17e-05,0.0729,7,0.78,107.739,4,1
329814,28NJ8tbAjbNFktzuzXQXIQ,Oyéme Chatita,Joan Sebastian,,,1993-10-04,40,163901,0,0.617,0.371,-6.959,0.0997,0.76,3.67e-06,0.0647,3,0.95,188.525,3,1
329889,3Lw5dUWmK8WEdpopti5vwT,Poderosa,Banda Brasil,,,1993-05-07,37,203493,0,0.744,0.694,-9.27,0.0358,0.0861,1.08e-05,0.0503,10,0.565,123.276,4,0
329913,0CAmcYPCLSmwAcLHwWGdjZ,คิดถึงเธอ,Raptor,,,1994-08-01,30,226733,0,0.789,0.198,-17.709,0.0429,0.222,5.7e-05,0.094,0,0.116,139.859,4,1
329957,2DbHReLhnjYuTNacjabVtS,18 ฝน,เสือ ธนพล อินทฤทธิ์,,,1994-01-01,17,270587,0,0.649,0.541,-8.373,0.0297,0.421,0.0,0.137,7,0.324,140.752,4,1
329958,3jzhUerLOz81YWcM1ctREb,ไม่รู้เท่าไร..จริง ๆ เพื่อน,U.H.T.,,,1994-11-07,16,209187,0,0.742,0.72,-4.847,0.0287,0.294,0.0,0.245,9,0.937,120.085,4,1
330056,6SXTwgpJjD9PF1DPlBbpol,Tjejer,Arvingarna,,,1994-01-01,36,183493,0,0.72,0.704,-7.787,0.0324,0.126,0.0,0.0746,7,0.818,135.93,4,1
330077,5M7DKofGFt7WrXLRJ6vSCg,Soneca,Palavra Cantada,,,1994-01-01,35,255200,0,0.54,0.137,-14.678,0.0529,0.569,0.0,0.0902,7,0.506,121.104,3,1
330128,1TyxA3Bsm4972toeV25pCW,Te Esperaré - Poema,Grupo Bryndis,,,1994-01-01,35,180973,0,0.735,0.664,-10.483,0.054,0.444,0.0518,0.35,7,0.817,85.235,4,1
330140,2jCGrCwuQfXizczJTPwVJP,Kapitel 12 - Mami siegt (Folge 020),Bibi und Tina,,,1994-01-01,34,90766,0,0.705,0.311,-18.599,0.923,0.596,0.0,0.189,1,0.576,130.566,3,1
330395,6K1vwuMiz3T9hWaqsfk3Yj,Ritme van de Zomer,Frank Verkooyen,,,1995-04-22,36,205360,0,0.728,0.876,-7.612,0.0348,0.00155,0.0139,0.268,7,0.852,130.032,4,1
330475,1U9WDft1ELYmCpWSpDLefC,Bandolero,Joan Sebastian,,,1995-01-01,35,187837,0,0.656,0.589,-10.537,0.051,0.617,0.00176,0.355,7,0.724,92.019,4,1
330481,0Q8uS8c6cXBO03cyQcv3Xn,El Guatón Loyola,Hugo Lagos,,,1995-05-24,35,105693,0,0.651,0.454,-11.573,0.0562,0.451,0.0,0.301,5,0.803,116.359,3,1
330493,2huQQPVDMvaaHrvwYQrsGy,Kapitel 14 - Das Weihnachtsfest (Folge 025),Bibi und Tina,,,1995-01-01,35,92414,0,0.594,0.562,-15.477,0.952,0.866,2e-06,0.667,8,0.587,56.652,4,1
330512,5FeXyxYLnLe1bpyNWjh1Ck,Kapitel 19 - Das Weihnachtsfest (Folge 025),Bibi und Tina,,,1995-01-01,34,96725,0,0.643,0.446,-16.64,0.953,0.697,0.0,0.66,1,0.61,87.176,4,1
330527,5xoxe2jvWUuV8U1SaOgut8,สะใจหรือยัง,Got Jakraphan,,,1995-11-23,8,228120,0,0.358,0.287,-13.699,0.0433,0.353,0.0,0.37,4,0.309,69.451,4,0
330700,4gd1RicLg6Z80ukX7cJDu5,Motivo Y Razón,Zalo Reyes,,,1996-04-01,37,202493,0,0.802,0.402,-11.383,0.0618,0.185,0.0,0.149,0,0.658,117.939,4,0
330855,7fuqYmJCqUASXNHJwyl3CH,วันหนึ่ง,Yuyee Alisa,,,1996-08-22,9,248133,0,0.571,0.24,-14.779,0.0264,0.396,0.0,0.323,0,0.309,157.789,4,1
330883,2DfiygF8H4RX24nuEnxPvz,Agua Clara,Grupo Pegasso,,,1996-01-01,34,174635,0,0.54,0.727,-6.245,0.0312,0.43,0.0013,0.0945,4,0.962,90.933,4,1
330934,2pyVknAgzs937JByGBB8jE,ฝากความยินดี,Christina Aguilar,,,1997-09-30,29,232773,0,0.686,0.379,-12.171,0.0328,0.295,1.87e-06,0.11,10,0.223,120.124,4,0
330996,7M9Y6w7iZK1Irq51OkN5EH,Perdón,Óscar Chávez,,,1997-01-01,39,211493,0,0.596,0.398,-10.264,0.0299,0.823,0.00297,0.144,5,0.663,101.473,4,0
331175,0pxegcJswhcPPMHcQv7bS9,พลังรัก,ต้อม เรนโบว์,,,1997-04-09,10,207261,0,0.66,0.519,-9.969,0.0258,0.672,0.0,0.179,9,0.51,98.073,4,1
331262,3hzzj5L0g3C0mbyNywQkcB,เก็บดาว,Boyd Kosiyabong,,,1998-03-14,18,324467,0,0.35,0.336,-13.085,0.0278,0.352,2.63e-06,0.123,5,0.0791,97.618,4,1
331393,69mEfZPOT3JKeJvyuHj1cc,Coração Valente,Voz da Verdade,,,1998-01-01,38,367800,0,0.377,0.576,-7.227,0.0334,0.223,5.12e-06,0.0835,0,0.473,73.248,4,1
331405,6OLLKhqO8YNM4RizE5dhxU,Nogi,Czarno-Czarni,,,1998-01-01,38,174627,0,0.583,0.699,-7.936,0.16,0.143,0.0,0.181,0,0.817,172.245,4,1
331488,4enMndzp7cJ3rDNsF1dAGC,I'll Be Gone,Broder Daniel,,,1998-04-22,36,216200,0,0.211,0.966,-5.422,0.0748,0.0101,0.00236,0.588,6,0.0803,148.966,4,0
331568,609PprMvU5wOqwA4Zxi3fL,Üç Kalp,Ajda Pekkan,,,1998-04-24,35,213080,0,0.617,0.445,-10.092,0.0345,0.378,0.0,0.118,8,0.376,101.0,4,0
331732,23Zej7YaxT1Bapq1jyt0km,La Escuadra,Los Indomables De Cedral,,,1999-01-01,40,120304,0,0.735,0.482,-7.529,0.0648,0.232,1.91e-06,0.0657,7,0.947,110.641,4,1
331793,0AgXsHXt0b0IWQA4UXhIZ7,Um Girassol da Cor de Seu Cabelo,Ira!,Samuel Rosa,,1999-01-01,39,300560,0,0.575,0.634,-6.789,0.031,0.161,2e-05,0.157,4,0.514,158.852,4,0
331809,6GmK3o2kcLoH9uJEpTJPbq,แค่ผู้ชายมันทิ้ง / (เซียร์),เอเซียร์ อาร์ สยาม,,,1999-04-30,14,228053,0,0.556,0.521,-3.785,0.0258,0.667,0.0,0.16,9,0.191,147.984,4,1
331850,2r4VC9WnXbdcPFiqJQPo6L,O Beijo Do Adeus,João Mineiro & Marciano,,,1999-01-01,37,159333,0,0.592,0.575,-5.604,0.0275,0.86,0.0,0.137,6,0.743,95.546,3,1
331879,5KnrwVBs5PqS3WIzzPiwTZ,Reconciliacion,Las Hermanas Núñez,,,1999-01-01,37,186307,0,0.784,0.293,-7.275,0.0316,0.892,0.0,0.124,3,0.592,95.255,4,1
331953,1qXLHxDikbdvO9vCMqjq6L,อยู่ตรงนี้,Pongsit Kampee,,,2000-08-02,26,362200,0,0.584,0.381,-12.237,0.0399,0.626,0.00255,0.0601,9,0.304,139.778,4,1
331960,7D4y5pvbutBOLBYq8j0Mjx,บุบเพสันนิวาส,ศรคีรี ศรีประจวบ,,,2000-01-01,24,195918,0,0.572,0.216,-13.061,0.0427,0.829,0.000125,0.089,5,0.322,132.797,4,1
331996,7EeyAZiyUEPFr8eBzG2BrT,Sunday Morning Call,Oasis,,,2000-02-28,45,312640,0,0.296,0.59,-5.924,0.0304,0.0364,0.0658,0.162,7,0.195,156.1,4,1
332059,42Rv67iPC8lCPAHX6mcpx5,เสียงของหัวใจ - Acoustic Version,Ann Thitima,,,2000-09-28,17,250000,0,0.666,0.304,-9.795,0.0301,0.446,0.0,0.108,7,0.552,165.811,4,1
332080,05jPeUtRcFcSDYHNwDo2bH,Vida Vazia,Bruno & Marrone,,,2000-06-21,43,230333,0,0.701,0.274,-10.41,0.0415,0.856,2.13e-05,0.0994,7,0.448,108.989,4,1
332150,3xVQ5j3bVjP7DinuLHhRpJ,คนบ้า,Loso,,,2001-02-23,28,203693,0,0.597,0.594,-6.808,0.028,0.616,0.0,0.155,4,0.453,140.158,4,1
332234,42yZQFltUTxII43SHfyDqt,เคยไปทำเธอตอนไหน,Zaza,,,2001-07-03,22,220080,0,0.761,0.508,-9.763,0.0319,0.0373,8.23e-06,0.0672,8,0.446,81.986,4,1
332256,0cckjWosHivdjJtHJqCWSx,Y Ahora Regresas,Voltaje,,,2001-01-01,45,243160,0,0.624,0.77,-8.465,0.033,0.0329,0.0,0.0646,7,0.85,145.905,4,0
332362,54aqo3KsuLhIm0qlsnU9mx,ทะเลไม่เคยหลับ,ดิอิมพอสซิเบิ้ล,,,2002-01-01,24,188733,0,0.43,0.337,-10.146,0.0266,0.535,2.05e-05,0.161,5,0.307,81.13,3,1
332419,21tuvt3CXIsNquc32v8jpc,Show Me How to Live,Audioslave,,,2002-01-01,42,277840,0,0.433,0.854,-3.868,0.0483,0.000336,0.000177,0.162,9,0.368,89.4,4,1
332540,0l83jcOriDQbYzmk5YJono,กล้าพอไหม,Potato,,,2003-09-30,37,300640,0,0.544,0.597,-5.737,0.0254,0.0837,0.0,0.103,0,0.338,156.053,4,1
332571,0nyTogvz7scgeFl5JxZnEW,Sexy,Paradox,,,2003-09-23,28,169667,0,0.742,0.606,-7.094,0.0285,0.602,1.02e-05,0.185,4,0.569,122.904,4,0
332734,42lqBT5a04LkFHjiuVVBHY,A Outra,Los Hermanos,,,2003-07-05,43,215200,0,0.678,0.603,-7.959,0.0274,0.555,0.282,0.126,6,0.52,114.069,4,0
332774,2YOiKYMxBHpuFsRx8PWR9G,เบื่อ,Silly Fools,,,2004-01-15,37,316093,0,0.432,0.725,-5.627,0.0328,0.0103,4.54e-05,0.105,8,0.265,183.989,3,1
332930,5osv7hD0OevtSiZBJroQCY,Celoso,El Chalinillo,,,2004-07-27,47,167787,0,0.862,0.621,-3.956,0.0387,0.261,0.0,0.255,2,0.978,111.956,4,1
333176,2KhXRSCedpjpaZcpvbUmPC,บ้านบนดอย,จรัล มโนเพ็ชร,,,2005-08-01,20,201373,0,0.498,0.7,-5.567,0.0346,0.792,2.76e-06,0.114,4,0.598,143.299,4,1
333195,6pVaQsIpEx7aYPhjZqHrxr,แล้วแต่จะกรุณา,Ai Nam,,,2005-09-26,20,219040,0,0.711,0.566,-6.199,0.0246,0.221,0.0,0.142,0,0.582,152.062,4,1
333222,01GNedXgGbn3vW28rRjnMh,Porque Nos Dijimos Adios,Yndio,,,2005-01-01,45,187787,0,0.328,0.493,-5.565,0.0298,0.892,0.299,0.147,5,0.505,73.427,4,1
333280,2YN1GAkAGnf7CqnAHS6GKq,ข้าน้อยสมควรตาย,Big Ass,,,2006-11-07,40,231947,0,0.695,0.987,-2.677,0.116,0.00805,0.0,0.226,11,0.595,130.044,4,1
333319,1XTeXknVJWkJjYS8I1btWv,เฝ้าคอย,Pun Paiboongied,,,2006-09-05,33,196160,0,0.732,0.385,-10.079,0.0264,0.604,0.00103,0.0538,2,0.256,85.991,4,1
333342,6AvMl93jinTGxBLmJB8NOH,อยู่อย่างเหงาเหงา,Peacemaker,,,2006-11-21,31,261360,0,0.506,0.516,-7.474,0.0258,0.0518,0.0,0.12,11,0.301,140.077,4,1
333351,01lS0GX5TV41xmUN2uGRP5,당신은...나는 바보 입니다 Acoustic Version,심태윤,,,2006-01-25,43,258020,0,0.559,0.511,-6.514,0.0308,0.524,0.0,0.093,10,0.282,133.846,4,1
333366,77FZNvntKgUShepnMOA3P2,กวีบทเก่า,Nuvo,,,2006-09-05,28,266600,0,0.613,0.691,-3.93,0.033,0.414,0.0,0.325,7,0.472,97.571,3,1
333434,1BRQ7zrbFds3Utpr0P4bEM,Um Chamado,Quatro por Um,,,2006-09-11,49,220590,0,0.514,0.756,-4.887,0.0418,0.127,0.0,0.358,5,0.302,80.937,4,1
333499,5Zfdg9uvXVCz9WDX7fePAB,会いたかった,AKB48,,,2006-01-01,38,227693,0,0.576,0.912,-2.495,0.0342,0.0357,5.99e-05,0.217,11,0.7,95.984,4,1
333560,4MByDz1C2ye1LqFQrZM6Ee,ภาพลวงตา,Da Endorphine,,,2007-01-26,39,237120,0,0.55,0.758,-6.227,0.0576,0.0316,4.65e-06,0.091,5,0.344,170.02,4,1
333713,78Miy1xr9C4nmqHhRkUTJH,เริ่มใหม่,sqweez animal,,,2007-01-01,22,234720,0,0.695,0.709,-7.301,0.0378,0.592,0.00559,0.125,6,0.42,104.066,4,0
333715,1wSaJOY7FbfTUxfq4qX0SF,สร้อยแสงแดง,Narongrit Tosa-nga,,,2007-01-15,25,229483,0,0.608,0.194,-17.889,0.051,0.993,0.946,0.11,5,0.805,84.89,4,1
333744,0YfARVer2lzNsnqLOlATa6,Me Voy Lejos,Antonio Aguilar,,,2007-04-23,44,140132,0,0.489,0.25,-6.484,0.0516,0.912,0.0,0.211,5,0.628,145.891,4,1
333750,4DVR3CkjLJz04AxaWeFHYa,รักเธอเท่าเมื่อวาน,Mhai Muang,,,2007-09-18,18,207613,0,0.559,0.452,-8.353,0.0253,0.795,0.0,0.115,0,0.325,145.924,4,0
333846,08Q57kRnoP0CO7msizoJjl,Seu Amor Ainda É Tudo,Cezar & Paulinho,,,2007-09-01,47,252600,0,0.436,0.619,-6.905,0.0467,0.679,2.11e-05,0.306,0,0.562,184.02,3,1
